study	taxonomic_level	taxa_or_feature	no_difference	group_lower	group_higher	qval	method	multi_comp	multi_comp_method
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__;s__		ob	control	0.000397004	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		control	ob	0.000397004	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__		ob	control	0.000417236	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;s__		ob	control	0.000462957	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		control	ob	0.000462957	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.000520031	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		ob	control	0.000606833	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__		control	ob	0.000651045	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.000707684	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		ob	control	0.000718575	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		control	ob	0.000718575	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.00072241	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.000839364	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		ob	control	0.00093079	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__		ob	control	0.00093079	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.000942733	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__		ob	control	0.000942733	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__		ob	control	0.001005846	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;s__		ob	control	0.001172159	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.001318974	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		ob	control	0.001409783	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__		ob	control	0.001409783	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;s__		ob	control	0.001418724	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.00183227	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__		ob	control	0.001845557	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__gnavus		control	ob	0.001845557	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__;s__		ob	control	0.001845557	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.001941498	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA-98;f__;g__;s__		ob	control	0.002002314	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;s__		ob	control	0.002002314	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.002002314	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;s__		ob	control	0.003092888	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.003417691	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;s__		ob	control	0.003417691	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.003515461	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.003774967	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__		ob	control	0.0038721	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		ob	control	0.003979165	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		control	ob	0.004012222	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.004059078	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		ob	control	0.004579283	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.004816193	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		control	ob	0.005455767	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.005545046	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		ob	control	0.005925379	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;s__		ob	control	0.005925379	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__		ob	control	0.005925379	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		ob	control	0.006051416	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		control	ob	0.006296364	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		control	ob	0.006969759	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.007099787	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__		ob	control	0.007166797	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.007293706	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__		ob	control	0.007337681	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__		control	ob	0.007510773	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		ob	control	0.007510773	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__		ob	control	0.007623124	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		control	ob	0.007623124	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		control	ob	0.007722594	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.007764568	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		control	ob	0.007783157	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		ob	control	0.007937181	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__		ob	control	0.008126673	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		control	ob	0.008466358	t_test	yes	FDR
ob_goodrich	OTU	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__		ob	control	0.008475734	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		control	ob	0.008475734	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.008496764	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		control	ob	0.008496764	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__		control	ob	0.008665441	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		control	ob	0.008853418	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.009253366	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		control	ob	0.009253366	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		control	ob	0.009661622	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		ob	control	0.010436368	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__		ob	control	0.010436368	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__gnavus		control	ob	0.01086388	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		ob	control	0.011011331	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.012019377	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		control	ob	0.012364555	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		control	ob	0.012744038	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		ob	control	0.013172562	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		ob	control	0.014596766	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__;s__		ob	control	0.015274765	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		ob	control	0.015313327	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		control	ob	0.015506757	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.015648082	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		control	ob	0.016283845	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		ob	control	0.017434315	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		ob	control	0.017696782	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		ob	control	0.018318418	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;s__		ob	control	0.018318418	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__		control	ob	0.018318418	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__		ob	control	0.018324021	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		control	ob	0.019604503	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__		control	ob	0.019756412	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__		ob	control	0.019812614	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		ob	control	0.020348076	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__		control	ob	0.02058394	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__		control	ob	0.021101023	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.021101023	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__		control	ob	0.021101023	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		control	ob	0.021535289	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		control	ob	0.021989504	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		ob	control	0.022037296	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		control	ob	0.022091137	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.022622704	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__		ob	control	0.023688721	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.024811296	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		ob	control	0.025073641	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__		control	ob	0.025110571	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__		control	ob	0.026409226	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__ovatus		control	ob	0.026456106	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.027965106	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__		ob	control	0.034165139	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.035034936	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__		control	ob	0.035894289	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		ob	control	0.035894289	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__		control	ob	0.036539592	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__		ob	control	0.036683034	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;s__		ob	control	0.037448562	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		ob	control	0.037448562	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		ob	control	0.037448562	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__		ob	control	0.039939032	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.039971943	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__		control	ob	0.039971943	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.04037611	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.040756182	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__		control	ob	0.041072177	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		ob	control	0.041427855	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;s__		ob	control	0.041427855	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		ob	control	0.041730905	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		control	ob	0.041784854	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__		control	ob	0.041784854	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		control	ob	0.041810155	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.042989582	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__		ob	control	0.042989582	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__prausnitzii		ob	control	0.04469775	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.046204831	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__;g__;s__		ob	control	0.046204831	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;s__		ob	control	0.046204831	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.046204831	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		control	ob	0.046204831	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__		ob	control	0.046204831	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		control	ob	0.046204831	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Eggerthella;s__lenta		control	ob	0.046204831	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__		control	ob	0.046204831	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.04716179	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		ob	control	0.048502355	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		control	ob	0.048668409	t_test	yes	FDR
ob_goodrich	Phylum	k__Bacteria;p__Tenericutes		ob	control	7.53E-05	t_test	yes	FDR
ob_goodrich	Phylum	k__Archaea;p__Euryarchaeota		ob	control	0.010574671	t_test	yes	FDR
par_schep		alpha_diversity	x				"chao1, ace, shannon, inverse_simpson"		
par_schep		beta_diversity				<0.02			
par_schep	Family	f__Prevotellaceae		par	control	<0.001	mann_whitney	yes	
par_schep	Family	f__Lactobacillaceae		control	par	<0.001	mann_whitney	yes	
par_schep	Family	f__Verrucomicrobiaceae		control	par	0.001	mann_whitney	yes	
par_schep	Family	f__Bradyrhizobiaceae		control	par	<0.001	mann_whitney	yes	
par_schep	Family	f__Clostridiales Incertae Sedis IV		control	par	0.001	mann_whitney	yes	
ra_littman		alpha_diversity	x				shannon		
ra_littman		alpha_diversity		nora	control				
ra_littman	Family	f__Bacteroidaceae		nora	control	<0.01	kruskal_wallis	yes	FDR
ra_littman	Genus	g__Bacteroides		nora	control	<0.01	kruskal_wallis	yes	FDR
ra_littman	Genus	f__Lachnospiraceae;g__		nora	control	<0.01	kruskal_wallis	yes	FDR
ra_littman	Genus	g__Phascolarctobacterium		nora	control	<0.01	kruskal_wallis	yes	FDR
ra_littman	OTU	g__Phascolarctobacterium;s__		nora	control	<0.01	kruskal_wallis	yes	FDR
ra_littman	Family	f__Clostridia Group XIV		nora	control	<0.01	kruskal_wallis	yes	FDR
ra_littman	OTU	f__Ruminococcaceae;g__;s__		nora	control	<0.01	kruskal_wallis	yes	FDR
ra_littman	OTU	f__Lachnospiraceae;g__;s__		nora	control	<0.01	kruskal_wallis	yes	FDR
ra_littman	OTU	f__Lachnospiraceae;g__;s__		nora	control	<0.01	kruskal_wallis	yes	FDR
ra_littman	OTU	f__Ruminococcaceae;g__;s__		nora	control	<0.01	kruskal_wallis	yes	FDR
ra_littman	OTU	g__Prevotella;s__		control	nora	<0.01	kruskal_wallis	yes	FDR
ra_littman	OTU	g__Catenibacterium;s__		control	nora	<0.01	kruskal_wallis	yes	FDR
